Part Number,Parts,CPU,Clock speed [max] (MHz) ,DMIPS,Flash (KB),SRAM(kB),EEPROM (kB) ,GPIO,USB,USB (speed),USB (type),CAN,UART,I?C,SPI,ADC channels,ADC (bits) ,Comparators,DAC (bits) ,Timers,Timer (bits) ,SCTimer / PWM,PWM,Package name,Temperature range,Temperature sensor,Supply voltage [min] (V) ,Supply voltage [max] (V) ,Product status,Demoboard,,,,
LPC1115FET48,LPC1115FET48,Cortex-M0,50,42,64,8,-,42,-,-,-,-,1,1,2,8,10,-,22,16; 32,1,-,13,TFBGA48,-40 °C to +85 °C,-,N,1.8,3.6,Production,-,,,
LPC1115FET48,LPC1115FET48/303,Cortex-M0,50,42,64,8,-,42,-,-,-,-,1,1,2,8,10,-,22,16; 32,1,-,13,TFBGA48,-40 °C to +85 °C,-,-,1.8,3.6,Production,-,,,
LPC1115FET48,LPC1115FET48/CP3336,Cortex-M0,50,42,64,8,-,42,-,-,-,-,1,1,2,8,10,-,22,16; 32,1,-,13,TFBGA48,-40 °C to +85 °C,-,-,1.8,3.6,Production,-,,,
LPC1115JBD48,LPC1115JBD48,Cortex-M0,50,42,64,8,-,42,-,-,-,-,1,1,2,8,10,-,22,16; 32,1,-,13,LQFP48,-40 °C to +105 °C,-,N,1.8,3.6,Production,-,,,
LPC1115JBD48,LPC1115JBD48/303,Cortex-M0,50,42,64,8,-,42,-,-,-,-,1,1,2,8,10,-,22,16; 32,1,-,13,LQFP48,-40 °C to +105 °C,-,-,1.8,3.6,Production,-,,,
LPC1115JET48,LPC1115JET48,Cortex-M0,50,42,64,8,-,42,-,-,-,-,1,1,2,8,10,-,22,16; 32,1,-,13,TFBGA48,-40 °C to +105 °C,-,N,1.8,3.6,Production,-,,,
LPC1115JET48,LPC1115JET48/303,Cortex-M0,50,42,64,8,-,42,-,-,-,-,1,1,2,8,10,-,22,16; 32,1,-,13,TFBGA48,-40 °C to +105 °C,-,-,1.8,3.6,Production,-,,,
LPC1124JBD48,LPC1124JBD48,Cortex-M0,50,42,64,8,-,38,-,-,-,-,3,1,-,8,12,-,-,-,1,-,-,LQFP48,-40 °C to +105 °C,-,N,1.8,3.6,Production,-,,,
LPC1124JBD48,LPC1124JBD48/303,Cortex-M0,50,42,64,8,-,38,-,-,-,-,3,1,-,8,12,-,-,-,1,-,-,LQFP48,-40 °C to +105 °C,-,-,1.8,3.6,Production,-,,,
LPC1125JBD48,LPC1125JBD48,Cortex-M0,50,42,64,8,-,38,-,-,-,-,3,1,-,8,-,-,-,-,1,-,-,LQFP48,-40 °C to +105 °C,-,N,1.8,3.6,Production,OM13080,,,
LPC1125JBD48,LPC1125JBD48/303,Cortex-M0,50,42,64,8,-,38,-,-,-,-,3,1,-,8,-,-,-,-,1,-,-,LQFP48,-40 °C to +105 °C,-,-,1.8,3.6,Production,OM13080,,,
LPC11A02UK,LPC11A02UK,Cortex-M0,50,42,16,4,2,18,-,-,-,-,1,1,1,8,10,1,22,16; 32,1,-,11,WLCSP,-40 °C to +85 °C,1,N,2.6,3.6,Production,-,,,
LPC11A04UK,LPC11A04UK,Cortex-M0,50,42,32,8,4,18,-,-,-,-,1,1,1,8,10,1,22,16; 32,1,-,11,WLCSP,-40 °C to +85 °C,1,N,1.8,3.6,Production,-,,,
LPC11A11FHN33,LPC11A11FHN33,Cortex-M0,50,42,8,2,0.5,28,-,-,-,-,1,1,2,8,10,1,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,1,N,1.8,3.6,Production,OM13025,,,
LPC11A11FHN33,LPC11A11FHN33/001,Cortex-M0,50,42,8,2,0.5,28,-,-,-,-,1,1,2,8,10,1,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,1,-,1.8,3.6,Production,OM13025,,,
LPC11A11FHN33,LPC11A11FHN33/101,Cortex-M0,50,42,8,2,0.5,28,-,-,-,-,1,1,2,8,10,1,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,1,-,1.8,3.6,Production,OM13025,,,
LPC11A12FBD48,LPC11A12FBD48,Cortex-M0,50,42,16,4,1,42,-,-,-,-,1,1,2,8,10,1,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,1,N,1.8,3.6,Production,OM13025,,,
LPC11A12FBD48,LPC11A12FBD48/101,Cortex-M0,50,42,16,4,1,42,-,-,-,-,1,1,2,8,10,1,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,1,-,1.8,3.6,Production,OM13025,,,
LPC11A12FBD48,LPC11A12FBD48/201,Cortex-M0,50,42,16,4,1,42,-,-,-,-,1,1,2,8,10,1,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,1,-,1.8,3.6,Production,OM13025,,,
LPC11A12FHN33,LPC11A12FHN33,Cortex-M0,50,42,16,4,1,28,-,-,-,-,1,1,2,8,10,1,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,1,N,1.8,3.6,Production,OM13025,,,
LPC11A12FHN33,LPC11A12FHN33/101,Cortex-M0,50,42,16,4,1,28,-,-,-,-,1,1,2,8,10,1,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,1,-,1.8,3.6,Production,OM13025,,,
LPC11A13FHI33,LPC11A13FHI33,Cortex-M0,50,42,24,6,2,28,-,-,-,-,1,1,2,8,10,1,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,1,N,1.8,3.6,Production,OM13025,,,
LPC11A13FHI33,LPC11A13FHI33/201,Cortex-M0,50,42,24,6,2,28,-,-,-,-,1,1,2,8,10,1,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,1,-,1.8,3.6,Production,OM13025,,,
LPC11A13JHI33,LPC11A13JHI33,Cortex-M0,50,42,24,6,2,28,-,-,-,-,1,1,2,8,10,1,22,16; 32,1,-,11,HVQFN32,-40 °C to +105 °C,1,N,1.8,3.6,Production,-,,,
LPC11A13JHI33,LPC11A13JHI33/201,Cortex-M0,50,42,24,6,2,28,-,-,-,-,1,1,2,8,10,1,22,16; 32,1,-,11,HVQFN32,-40 °C to +105 °C,1,-,1.8,3.6,Production,-,,,
LPC11A14FBD48,LPC11A14FBD48,Cortex-M0,50,42,32,8,4,42,-,-,-,-,1,1,2,8,10,1,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,1,N,1.8,3.6,Production,OM13025,,,
LPC11A14FBD48,LPC11A14FBD48/301,Cortex-M0,50,42,32,8,4,42,-,-,-,-,1,1,2,8,10,1,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,1,-,1.8,3.6,Production,OM13025,,,
LPC11A14FBD48,LPC11A14FBD48/401,Cortex-M0,50,42,32,8,4,42,-,-,-,-,1,1,2,8,10,1,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,1,-,1.8,3.6,Production,OM13025,,,
LPC11A14FHN33,LPC11A14FHN33,Cortex-M0,50,42,32,8,4,28,-,-,-,-,1,1,2,8,10,1,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,1,N,1.8,3.6,Production,OM13025,,,
LPC11A14FHN33,LPC11A14FHN33/301,Cortex-M0,50,42,32,8,4,28,-,-,-,-,1,1,2,8,10,1,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,1,-,1.8,3.6,Production,OM13025,,,
LPC11A14FHN33,LPC11A14FHN33/401,Cortex-M0,50,42,32,8,4,28,-,-,-,-,1,1,2,8,10,1,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,1,-,1.8,3.6,Production,OM13025,,,
LPC11A14JBD48,LPC11A14JBD48,Cortex-M0,50,42,32,8,4,42,-,-,-,-,1,1,2,8,10,1,22,16; 32,1,-,11,LQFP48,-40 °C to +105 °C,1,N,1.8,3.6,Production,-,,,
LPC11A14JBD48,LPC11A14JBD48/301,Cortex-M0,50,42,32,8,4,42,-,-,-,-,1,1,2,8,10,1,22,16; 32,1,-,11,LQFP48,-40 °C to +105 °C,1,-,1.8,3.6,Production,-,,,
LPC11C12FBD48,LPC11C12FBD48,Cortex-M0,50,42,16,8,-,40,-,-,-,1,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,N,1.8,3.6,Production,OM13003; OM13004; OM13012,,,
LPC11C12FBD48,LPC11C12FBD48/301,Cortex-M0,50,42,16,8,-,40,-,-,-,1,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13003; OM13004; OM13012,,,
LPC11C14FBD48,LPC11C14FBD48,Cortex-M0,50,42,32,8,-,40,-,-,-,1,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,N,1.8,3.6,Production,OM13003; OM13004; OM13012,,,
LPC11C14FBD48,LPC11C14FBD48/301,Cortex-M0,50,42,32,8,-,40,-,-,-,1,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13003; OM13004; OM13012,,,
LPC11C22FBD48,LPC11C22FBD48,Cortex-M0,50,42,16,8,-,36,-,-,-,1,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,N,1.8,3.6,Production,OM13012,,,
LPC11C22FBD48,LPC11C22FBD48/301,Cortex-M0,50,42,16,8,-,36,-,-,-,1,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13012,,,
LPC11C24FBD48,LPC11C24FBD48,Cortex-M0,50,42,32,8,-,36,-,-,-,1,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,N,1.8,3.6,Production,OM13012,,,
LPC11C24FBD48,LPC11C24FBD48/301,Cortex-M0,50,42,32,8,-,36,-,-,-,1,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13012,,,
LPC11D14FBD100,LPC11D14FBD100,Cortex-M0,50,42,32,8,-,42,-,-,-,-,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP100,-40 °C to +85 °C,-,N,1.8,3.6,Production,OM13023,,,
LPC11D14FBD100,LPC11D14FBD100/302,Cortex-M0,50,42,32,8,-,42,-,-,-,-,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP100,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13023,,,
LPC11E11FHN33,LPC11E11FHN33,Cortex-M0,50,42,8,4,0.5,28,-,-,-,-,1,1,-,8,10,-,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,-,N,1.8,3.6,Production,-,,,
LPC11E11FHN33,LPC11E11FHN33/101,Cortex-M0,50,42,8,4,0.5,28,-,-,-,-,1,1,-,8,10,-,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,-,-,1.8,3.6,Production,-,,,
LPC11E12FBD48,LPC11E12FBD48,Cortex-M0,50,42,16,6,1,40,-,-,-,-,1,1,-,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,N,1.8,3.6,Production,-,,,
LPC11E12FBD48,LPC11E12FBD48/201,Cortex-M0,50,42,16,6,1,40,-,-,-,-,1,1,-,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,-,1.8,3.6,Production,-,,,
LPC11E13FBD48,LPC11E13FBD48,Cortex-M0,50,42,24,8,2,40,-,-,-,-,1,1,-,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,N,1.8,3.6,Production,-,,,
LPC11E13FBD48,LPC11E13FBD48/301,Cortex-M0,50,42,24,8,2,40,-,-,-,-,1,1,-,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,-,1.8,3.6,Production,-,,,
LPC11E14FBD48,LPC11E14FBD48,Cortex-M0,50,42,32,10,4,40,-,-,-,-,1,1,-,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,N,1.8,3.6,Production,-,,,
LPC11E14FBD48,LPC11E14FBD48/401,Cortex-M0,50,42,32,10,4,40,-,-,-,-,1,1,-,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,-,1.8,3.6,Production,-,,,
LPC11E14FBD64,LPC11E14FBD64,Cortex-M0,50,42,32,10,4,54,-,-,-,-,1,1,-,8,10,-,22,16; 32,1,-,11,LQFP64,-40 °C to +85 °C,-,N,1.8,3.6,Production,-,,,
LPC11E14FBD64,LPC11E14FBD64/401,Cortex-M0,50,42,32,10,4,54,-,-,-,-,1,1,-,8,10,-,22,16; 32,1,-,11,LQFP64,-40 °C to +85 °C,-,-,1.8,3.6,Production,-,,,
LPC11E14FHN33,LPC11E14FHN33,Cortex-M0,50,42,32,10,4,28,-,-,-,-,1,1,-,8,10,-,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,-,N,1.8,3.6,Production,-,,,
LPC11E14FHN33,LPC11E14FHN33/401,Cortex-M0,50,42,32,10,4,28,-,-,-,-,1,1,-,8,10,-,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,-,-,1.8,3.6,Production,-,,,
LPC11E36FBD64,LPC11E36FBD64,Cortex-M0,50,42,96,12,4,54,-,-,-,-,1,1,-,8,10,-,22,16; 32,1,-,11,LQFP64,-40 °C to +85 °C,-,N,1.8,3.6,Production,OM13062,,,
LPC11E36FBD64,LPC11E36FBD64/501,Cortex-M0,50,42,96,12,4,54,-,-,-,-,1,1,-,8,10,-,22,16; 32,1,-,11,LQFP64,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13062,,,
LPC11E36FHN33,LPC11E36FHN33,Cortex-M0,50,42,96,12,4,28,-,-,-,-,1,1,-,8,10,-,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,-,N,1.8,3.6,Production,OM13062,,,
LPC11E36FHN33,LPC11E36FHN33/501,Cortex-M0,50,42,96,12,4,28,-,-,-,-,1,1,-,8,10,-,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13062,,,
LPC11E37FBD48,LPC11E37FBD48,Cortex-M0,50,42,128,12,4,40,-,-,-,-,1,1,-,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,N,1.8,3.6,Production,OM13062,,,
LPC11E37FBD48,LPC11E37FBD48/501,Cortex-M0,50,42,128,12,4,40,-,-,-,-,1,1,-,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13062,,,
LPC11E37FBD64,LPC11E37FBD64,Cortex-M0,50,42,128,12,4,54,-,-,-,-,1,1,-,8,10,-,22,16; 32,1,-,11,LQFP64,-40 °C to +85 °C,-,N,1.8,3.6,Production,OM13062,,,
LPC11E37FBD64,LPC11E37FBD64/501,Cortex-M0,50,42,128,12,4,54,-,-,-,-,1,1,-,8,10,-,22,16; 32,1,-,11,LQFP64,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13062,,,
LPC11E37HFBD64,LPC11E37HFBD64,Cortex-M0,50,42,128,10,4,54,-,-,-,-,1,1,-,8,10,-,22,16; 32,1,-,11,LQFP64,-40 °C to +85 °C,-,Y,1.8,3.6,Production,OM13062,,,
LPC11E37HFBD64,LPC11E37HFBD64/401,Cortex-M0,50,42,128,10,4,54,-,-,-,-,1,1,-,8,10,-,22,16; 32,1,-,11,LQFP64,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13062,,,
LPC11E66JBD48,LPC11E66JBD48,Cortex-M0+,50,42,64,12,4,36,-,-,-,-,4,2,-,8,12,-,22,16; 32,2,-,6,LQFP48,-40 °C to +105 °C,-,N,2.4,3.6,Production,-,,,
LPC11E67JBD100,LPC11E67JBD100,Cortex-M0+,50,42,128,20,4,80,-,-,-,-,5,2,-,12,12,-,22,16; 32,2,-,6,LQFP100,-40 °C to +105 °C,-,N,2.4,3.6,Production,-,,,
LPC11E67JBD48,LPC11E67JBD48,Cortex-M0+,50,42,128,20,4,36,-,-,-,-,4,2,-,8,12,-,22,16; 32,2,-,6,LQFP48,-40 °C to +105 °C,-,N,2.4,3.6,Production,OM13058,,,
LPC11E67JBD64,LPC11E67JBD64,Cortex-M0+,50,42,128,20,4,50,-,-,-,-,4,2,-,10,12,-,22,16; 32,2,-,6,LQFP64,-40 °C to +105 °C,-,N,1.8,3.6,Production,-,,,
LPC11E68JBD100,LPC11E68JBD100,Cortex-M0+,50,42,256,36,4,80,-,-,-,-,5,2,-,12,12,-,22,16; 32,2,-,6,LQFP100,-40 °C to +105 °C,-,N,2.4,3.6,Production,OM13058,,,
LPC11E68JBD48,LPC11E68JBD48,Cortex-M0+,50,42,256,36,4,36,-,-,-,-,4,2,-,8,12,-,22,16; 32,2,-,6,LQFP48,-40 °C to +105 °C,-,N,2.4,3.6,Production,-,,,
LPC11E68JBD64,LPC11E68JBD64,Cortex-M0+,50,42,256,36,4,50,-,-,-,-,4,2,-,8,10,-,22,16; 32,2,-,11,LQFP64,-40 °C to +85 °C,-,N,1.8,3.6,Production,OM13058,,,
LPC11U12FBD48,LPC11U12FBD48,Cortex-M0,50,42,16,6,-,40,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,N,1.8,3.6,Production,OM13033; OM13014; OM13021; OM13017; OM13018; OM13041; OM13032,,,
LPC11U12FBD48,LPC11U12FBD48/201,Cortex-M0,50,42,16,6,-,40,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13033; OM13014; OM13021; OM13017; OM13018; OM13041; OM13032,,,
LPC11U12FHN33,LPC11U12FHN33,Cortex-M0,50,42,16,6,-,26,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,-,N,1.8,3.6,Production,OM13033; OM13014; OM13021; OM13017; OM13018; OM13041; OM13032,,,
LPC11U12FHN33,LPC11U12FHN33/201,Cortex-M0,50,42,16,6,-,26,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13033; OM13014; OM13021; OM13017; OM13018; OM13041; OM13032,,,
LPC11U13FBD48,LPC11U13FBD48,Cortex-M0,50,42,24,6,-,40,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,N,1.8,3.6,Production,OM13033; OM13014; OM13021; OM13017; OM13018; OM13041; OM13032,,,
LPC11U13FBD48,LPC11U13FBD48/201,Cortex-M0,50,42,24,6,-,40,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13033; OM13014; OM13021; OM13017; OM13018; OM13041; OM13032,,,
LPC11U14FBD48,LPC11U14FBD48,Cortex-M0,50,42,32,6,-,40,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,N,1.8,3.6,Production,OM13033; OM13014; OM13021; OM13017; OM13018; OM13041; OM13032,,,
LPC11U14FBD48,LPC11U14FBD48/201,Cortex-M0,50,42,32,6,-,40,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13033; OM13014; OM13021; OM13017; OM13018; OM13041; OM13032,,,
LPC11U14FET48,LPC11U14FET48,Cortex-M0,50,42,32,6,-,40,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,TFBGA48,-40 °C to +85 °C,-,N,1.8,3.6,Production,OM13033; OM13014; OM13021; OM13017; OM13018; OM13041; OM13032,,,
LPC11U14FET48,LPC11U14FET48/201,Cortex-M0,50,42,32,6,-,40,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,TFBGA48,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13033; OM13014; OM13021; OM13017; OM13018; OM13041; OM13032,,,
LPC11U14FHI33,LPC11U14FHI33,Cortex-M0,50,42,32,6,-,26,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,-,N,1.8,3.6,Production,OM13033; OM13021; OM13041; OM13032,,,
LPC11U14FHI33,LPC11U14FHI33/201,Cortex-M0,50,42,32,6,-,26,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13033; OM13021; OM13041; OM13032,,,
LPC11U14FHN33,LPC11U14FHN33,Cortex-M0,50,42,32,6,-,26,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,-,N,1.8,3.6,Production,OM13033; OM13014; OM13021; OM13017; OM13041; OM13032,,,
LPC11U14FHN33,LPC11U14FHN33/201,Cortex-M0,50,42,32,6,-,26,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13033; OM13014; OM13021; OM13017; OM13041; OM13032,,,
LPC11U22FBD48,LPC11U22FBD48,Cortex-M0,50,42,16,2,1,40,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,N,1.8,3.6,Production,-,,,
LPC11U22FBD48,LPC11U22FBD48/301,Cortex-M0,50,42,16,2,1,40,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,-,1.8,3.6,Production,-,,,
LPC11U23FBD48,LPC11U23FBD48,Cortex-M0,50,42,24,2,1,40,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,N,1.8,3.6,Production,OM13033; OM13041; OM13032,,,
LPC11U23FBD48,LPC11U23FBD48/301,Cortex-M0,50,42,24,2,1,40,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13033; OM13041; OM13032,,,
LPC11U24FBD48,LPC11U24FBD48,Cortex-M0,50,42,32,2,2,40,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,N,1.8,3.6,Production,OM13033; OM13041; OM13032; OM13066,,,
LPC11U24FBD48,LPC11U24FBD48/301,Cortex-M0,50,42,32,2,2,40,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13033; OM13041; OM13032; OM13066,,,
LPC11U24FBD48,LPC11U24FBD48/401,Cortex-M0,50,42,32,2,2,40,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13033; OM13041; OM13032; OM13066,,,
LPC11U24FBD64,LPC11U24FBD64,Cortex-M0,50,42,32,2,4,54,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP64,-40 °C to +85 °C,-,N,1.8,3.6,Production,OM13033; OM13041; OM13032; OM13066,,,
LPC11U24FBD64,LPC11U24FBD64/401,Cortex-M0,50,42,32,2,4,54,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP64,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13033; OM13041; OM13032; OM13066,,,
LPC11U24FET48,LPC11U24FET48,Cortex-M0,50,42,32,2,2,40,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,TFBGA48,-40 °C to +85 °C,-,N,1.8,3.6,Production,OM13033; OM13041; OM13032; OM13066,,,
LPC11U24FET48,LPC11U24FET48/301,Cortex-M0,50,42,32,2,2,40,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,TFBGA48,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13033; OM13041; OM13032; OM13066,,,
LPC11U24FHI33,LPC11U24FHI33,Cortex-M0,50,42,32,2,2,26,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,-,N,1.8,3.6,Production,OM13033; OM13041; OM13032,,,
LPC11U24FHI33,LPC11U24FHI33/301,Cortex-M0,50,42,32,2,2,26,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13033; OM13041; OM13032,,,
LPC11U24FHN33,LPC11U24FHN33,Cortex-M0,50,42,32,2,4,26,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,-,N,1.8,3.6,Production,OM13033; OM13041; OM13032,,,
LPC11U24FHN33,LPC11U24FHN33/401,Cortex-M0,50,42,32,2,4,26,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13033; OM13041; OM13032,,,
LPC11U34FBD48,LPC11U34FBD48,Cortex-M0,50,42,40,10,4,40,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,N,1.8,3.6,Production,OM13033; OM13041; OM13032,,,
LPC11U34FBD48,LPC11U34FBD48/311,Cortex-M0,50,42,40,10,4,40,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13033; OM13041; OM13032,,,
LPC11U34FBD48,LPC11U34FBD48/421,Cortex-M0,50,42,40,10,4,40,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13033; OM13041; OM13032,,,
LPC11U34FHN33,LPC11U34FHN33,Cortex-M0,50,42,40,10,4,26,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,-,N,1.8,3.6,Production,OM13033; OM13041; OM13032,,,
LPC11U34FHN33,LPC11U34FHN33/311,Cortex-M0,50,42,40,10,4,26,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13033; OM13041; OM13032,,,
LPC11U34FHN33,LPC11U34FHN33/421,Cortex-M0,50,42,40,10,4,26,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,HVQFN32,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13033; OM13041; OM13032,,,
LPC11U35FBD48,LPC11U35FBD48,Cortex-M0,50,42,64,10,4,40,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,N,1.8,3.6,Production,OM13033; OM13041; OM13032,,,
LPC11U35FBD48,LPC11U35FBD48/401,Cortex-M0,50,42,64,10,4,40,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP48,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13033; OM13041; OM13032,,,
LPC11U35FBD64,LPC11U35FBD64,Cortex-M0,50,42,64,10,4,54,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP64,-40 °C to +85 °C,-,N,1.8,3.6,Production,OM13033; OM13041; OM13032,,,
LPC11U35FBD64,LPC11U35FBD64/401,Cortex-M0,50,42,64,10,4,54,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,LQFP64,-40 °C to +85 °C,-,-,1.8,3.6,Production,OM13033; OM13041; OM13032,,,
LPC11U35FET48,LPC11U35FET48,Cortex-M0,50,42,64,12,4,40,1,FS,device,-,1,1,2,8,10,-,22,16; 32,1,-,11,TFBGA48,-40 °C to +85 °C,-,N,1.8,3.6,Production,OM13033; OM13041; OM13032,,,
